id,general_name,certificate_owner,brand_owner,consumer_price,unit_price,irc,gtin,emergency_licence,license_expire_date,response_code
487,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2MILLILITER,کارخانجات دارو پخش,کارخانجات دارو پخش,570000,57000,8948748885486522,06260132419987,,1405/03/09,200
488,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2MILLILITER,داروسازی اکسیر,داروسازی اکسیر,570000,57000,0450178749121991,06260153010576,,1404/08/29,200
489,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2MILLILITER,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,-,10500,9147979986633645,,,,200
490,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2MILLILITER,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,-,10500,0776790504492643,06260343680565,,,200
491,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2MILLILITER,داروسازی زهراوی,داروسازی زهراوی,1050000,10500,1896673789492121,06260155949850,,,200
492,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2MILLILITER,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,570000,57000,6948557949055723,06260157732511,,1403/05/14,200
493,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2MILLILITER,کارخانجات دارو پخش,کارخانجات دارو پخش,1050000,10500,8830768835235289,,,,200
494,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2MILLILITER,البرز دارو,البرز دارو,570000,57000,3746699781278593,06260152433314,,1403/06/22,200
495,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,-,9300,3473270818623639,06260343680589,,,200
496,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,-,9300,1763132669078436,,,,200
497,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,684000,68400,7110645300567873,06260157732528,,1403/05/11,200
499,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,البرز دارو,البرز دارو,-,9300,3297336299365856,,,,200
500,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,کارخانجات دارو پخش,کارخانجات دارو پخش,-,9300,8012965191817548,06260132410472,,,200
501,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,داروسازی زهراوی,داروسازی زهراوی,930000,9300,4384373115076095,06260155949867,,,200
502,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,داروسازی اکسیر,داروسازی اکسیر,68400,68400,9646198332866047,06260153010583,,1406/09/23,200
503,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,کارخانجات دارو پخش,کارخانجات دارو پخش,3562500,35625,1875364164571625,06260132427593,,1406/10/27,200
504,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1MILLILITER,البرز دارو,البرز دارو,684000,68400,0743606609632263,06260152433352,,1405/08/02,200
505,"GENTAMICIN SOLUTION, DROPS OPHTHALMIC 3 mg/1mL 5MILLILITER",کارخانجات دارو پخش,کارخانجات دارو پخش,17500,17500,9986261934396776,06260132411127,,,200
506,"GENTAMICIN SOLUTION, DROPS OPHTHALMIC 3 mg/1mL 5MILLILITER",کارخانجات دارو پخش,کارخانجات دارو پخش,112100,112100,4435520309378181,06260132411127,,1406/10/27,200
507,GENTAMICIN OINTMENT OPHTHALMIC 3 mg/1g 3GRAM,ایران دارو,ایران دارو,-,96700,7409030392619930,06260155500242,,,200
508,GLIBENCLAMIDE TABLET ORAL 5 mg,داروسازی تهران شیمی,داروسازی تهران شیمی,70000,700,7430227039938589,,,,200
509,GLIBENCLAMIDE TABLET ORAL 5 mg,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,254000,2540,7019056775577517,06260764902628,,1400/05/08,200
510,GLIBENCLAMIDE TABLET ORAL 5 mg,صنعتی کیمیدارو,صنعتی کیمیدارو,70000,700,2076622862892606,06260182910601,,1396/02/18,200
511,GLIBENCLAMIDE TABLET ORAL 5 mg,صنعتی کیمیدارو,صنعتی کیمیدارو,70000,700,9037157230746738,,,,200
512,GLIBENCLAMIDE TABLET ORAL 5 mg,اکسیر مد پارس,Apotex,-,2000,8243854666576333,06261762800138,,1389/04/13,200
513,GLIBENCLAMIDE TABLET ORAL 5 mg,دارو سازی حکیم,دارو سازی حکیم,254000,2540,2868207592679976,06260155800045,,1404/04/09,200
514,GLIBENCLAMIDE TABLET ORAL 5 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,70000,700,6847778863920713,06260195211719,,,200
515,GLIBENCLAMIDE TABLET ORAL 5 mg,دایر دارو,دایر دارو,-,700,5216624967822708,06260783600062,,,200
516,GLIBENCLAMIDE TABLET ORAL 5 mg,پور سینا,پور سینا,254000,2540,5407803071783002,06260161060273,,1405/12/01,200
517,GLIBENCLAMIDE TABLET ORAL 5 mg,پور سینا,پور سینا,70000,700,7419926511357608,,,,200
518,GLIBENCLAMIDE TABLET ORAL 5 mg,داروسازی تهران شیمی,داروسازی تهران شیمی,254000,2540,7109495248959722,06260136663409,,1405/12/07,200
519,GLIBENCLAMIDE TABLET ORAL 5 mg,ایران ناژو,ایران ناژو,254000,2540,5576662207637222,06260094355132,,1402/08/11,200
520,GLIBENCLAMIDE TABLET ORAL 5 mg,داروسازی سامی ساز,داروسازی سامی ساز,254000,2540,6456401324529909,06260482600028,,1402/08/11,200
521,GLIBENCLAMIDE TABLET ORAL 5 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,254000,2540,9410351579452722,06260343630799,,1402/07/10,200
522,GLICLAZIDE TABLET ORAL 80 mg,پور سینا,پور سینا,942000,9420,7022406365802638,06260161010216,,1406/07/30,200
523,GLICLAZIDE TABLET ORAL 80 mg,داروسازی آریا,داروسازی آریا,942000,9420,3649987114325903,06260157100600,,1404/06/09,200
524,GLICLAZIDE TABLET ORAL 80 mg,پور سینا,پور سینا,160000,1600,8051471178408006,,,,200
525,GLICLAZIDE TABLET ORAL 80 mg,صنعتی کیمیدارو,صنعتی کیمیدارو,565200,9420,0954347333251404,06260182910458,,1403/04/03,200
526,GLICLAZIDE TABLET ORAL 80 mg,صنعتی کیمیدارو,صنعتی کیمیدارو,-,1600,2538027584582772,,,,200
527,GLICLAZIDE TABLET ORAL 80 mg,داروسازی مداوا,داروسازی مداوا,-,1600,8514154882922748,06260154811462,,,200
528,GLICLAZIDE TABLET ORAL 80 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,942000,9420,5022717753769165,06260154630919,,1404/04/14,200
529,GLICLAZIDE TABLET ORAL 80 mg,الحاوی,الحاوی,1600,1600,9697055221095567,06260171300093,,,200
530,GLICLAZIDE TABLET ORAL 80 mg,ایران هورمون,ایران هورمون,565200,9420,8300439758938678,06260155200647,,1403/10/26,200
531,ARIPIPRAZOLE TABLET ORAL 15 mg,سبحان دارو,سبحان دارو,416100,13870,8348943214881650,06260538411653,,1403/02/20,200
532,ARIPIPRAZOLE TABLET ORAL 15 mg,داروسازی تهران شیمی,داروسازی تهران شیمی,450000,15000,1433082921553420,06260136665717,,1403/06/29,200
533,ARIPIPRAZOLE TABLET ORAL 15 mg,لابراتوارهای رازک,لابراتوارهای رازک,-,1850,0813631620884108,06260154204059,,,200
534,ARIPIPRAZOLE TABLET ORAL 15 mg,باختر  بیوشیمی,باختر  بیوشیمی,832200,13870,9898195568682557,06260483514034,,1402/08/11,200
535,ARIPIPRAZOLE TABLET ORAL 15 mg,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,-,1850,5866460261926147,06260764901188,,,200
536,ARIPIPRAZOLE TABLET ORAL 15 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,416100,13870,2273841897143132,06260153905889,,1404/06/21,200
537,ARIPIPRAZOLE TABLET ORAL 10 mg,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,-,1500,4692247491120220,06260764901171,,,200
538,ARIPIPRAZOLE TABLET ORAL 10 mg,روزدارو,روزدارو,-,1500,5230899686482482,06260165050959,,,200
539,ARIPIPRAZOLE TABLET ORAL 10 mg,صنعتی کیمیدارو,صنعتی کیمیدارو,-,1500,1457482939456442,06260182929061,,,200
540,ARIPIPRAZOLE TABLET ORAL 10 mg,داروسازی تهران شیمی,داروسازی تهران شیمی,336000,11200,9587967527084548,06260136665694,,1406/04/21,200
541,ARIPIPRAZOLE TABLET ORAL 10 mg,لابراتوارهای رازک,لابراتوارهای رازک,-,1500,7647098485396695,06260154204035,,,200
542,ARIPIPRAZOLE TABLET ORAL 10 mg,داروسازی امین,داروسازی امین,1015000,10150,0822710180373298,06260154967558,,1406/01/16,200
543,ARIPIPRAZOLE TABLET ORAL 10 mg,داروسازی جالینوس,داروسازی جالینوس,-,1500,6962200330375043,06260164700022,,,200
544,ARIPIPRAZOLE TABLET ORAL 10 mg,باختر  بیوشیمی,باختر  بیوشیمی,609000,10150,4286793396303818,06260483514027,,1402/08/11,200
545,ARIPIPRAZOLE TABLET ORAL 10 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,304500,10150,9632248672850595,06260153905872,,1404/06/21,200
546,ARIPIPRAZOLE TABLET ORAL 10 mg,سبحان دارو,سبحان دارو,304500,10150,4621250707780589,06260538411646,,1403/02/20,200
547,ARIPIPRAZOLE TABLET ORAL 10 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,45000,1500,2962170405498647,06260154600585,,1395/05/25,200
548,ARIPIPRAZOLE TABLET ORAL 10 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,304500,10150,1286252199046291,06260195222227,,1397/12/17,200
549,LEVETIRACETAM TABLET ORAL 250 mg,داروسازی سامی ساز,داروسازی سامی ساز,1787000,17870,1086446783146405,06260482600653,,1404/11/02,200
550,LEVETIRACETAM TABLET ORAL 250 mg,لابراتوارهای رازک,لابراتوارهای رازک,-,8200,1374731119418337,06260154204073,,,200
551,LEVETIRACETAM TABLET ORAL 250 mg,داروسازی فاتک شیمی پارس,داروسازی فاتک شیمی پارس,-,8200,4497607962376714,06260781800358,,,200
552,LEVETIRACETAM TABLET ORAL 250 mg,البرز دارو,البرز دارو,-,8200,5705784461094399,06260152412203,,,200
553,LEVETIRACETAM TABLET ORAL 250 mg,باختر  بیوشیمی,باختر  بیوشیمی,536100,17870,2679806439274230,06260483513815,,1402/08/11,200
554,LEVETIRACETAM TABLET ORAL 250 mg,داروسازی ابوریحان,داروسازی ابوریحان,880260,14671,1163923376113305,06260164680201,,,200
555,LEVETIRACETAM TABLET ORAL 250 mg,داروسازی امین,داروسازی امین,1787000,17870,4106607363344985,06260154967589,,1397/11/14,200
556,LEVETIRACETAM TABLET ORAL 250 mg,روزدارو,روزدارو,-,8200,3535488909070722,06260165038315,,,200
557,LEVETIRACETAM TABLET ORAL 250 mg,کوبل دارو,کوبل دارو,1179600,19660,7457034885183224,06260517300367,,1404/08/10,200
558,LEVETIRACETAM TABLET ORAL 250 mg,رامو فارمین,رامو فارمین,893500,17870,3779935291566333,06260166800522,,1398/10/22,200
559,NICORANDIL TABLET ORAL 20 mg,داروسازی سامی ساز,داروسازی سامی ساز,-,15450,2784140930994726,06260482600622,,,200
560,NICORANDIL TABLET ORAL 20 mg,اکسیر مد پارس,اکسیر مد پارس,-,-,5441443908672924,06261762800565,,1396/05/24,200
561,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 20 mg",تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,105000,3500,8237154376226183,06260646700175,,,200
562,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 20 mg",سجاد داروی شرق,سجاد داروی شرق,-,3500,5682357257796091,06260720900453,,,200
563,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 20 mg",ایران هورمون,ایران هورمون,105000,3500,0782504426327806,06260155200883,,,200
564,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 20 mg",کوشان فارمد,کوشان فارمد,302400,10800,8350338539682152,06260882300269,,1402/08/11,200
565,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 20 mg",داروسازی سامی ساز,داروسازی سامی ساز,324000,10800,8430636201255868,06260482600493,,1404/04/14,200
566,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",کوشان فارمد,کوشان فارمد,406000,14500,6070381102837717,06260882300283,,1402/08/11,200
567,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,195000,6500,5215085567487142,06260646700168,,,200
568,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",داروسازی سامی ساز,داروسازی سامی ساز,435000,14500,5187817909092653,06260482600509,,1404/04/14,200
569,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",باختر  بیوشیمی,باختر  بیوشیمی,-,-,5786104673623584,06260483514812,,,200
570,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",سجاد داروی شرق,سجاد داروی شرق,435000,14500,3226991730253319,06260720900460,,1402/03/12,200
571,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",داروسازی تهران شیمی,داروسازی تهران شیمی,471000,15700,3412071079488430,06260136666615,,1403/06/24,200
572,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",ایران هورمون,ایران هورمون,-,-,9326725321940451,06260155200968,,,200
573,RISEDRONATE SODIUM TABLET ORAL 5 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,21000,700,2689885348094653,06260154600417,,1394/04/27,200
574,RISEDRONATE SODIUM TABLET ORAL 5 mg,داروسازی سامی ساز,داروسازی سامی ساز,-,700,7909456491067213,06260482600554,,,200
575,RISEDRONATE SODIUM TABLET ORAL 5 mg,داروسازی جالینوس,داروسازی جالینوس,-,700,2633843314505001,06260164700114,,,200
576,RISEDRONATE SODIUM TABLET ORAL 5 mg,کوشان فارمد,کوشان فارمد,-,700,4891887120508002,06260882310312,,,200
577,RISEDRONATE SODIUM TABLET ORAL 35 mg,داروسازی جالینوس,داروسازی جالینوس,-,2500,0442658286392332,06260164700121,,,200
578,RISEDRONATE SODIUM TABLET ORAL 35 mg,داروسازی سامی ساز,داروسازی سامی ساز,-,2500,5450514509669434,06260482600578,,,200
579,RISEDRONATE SODIUM TABLET ORAL 35 mg,داروسازی فاتک شیمی پارس,داروسازی فاتک شیمی پارس,103520,10352,6039770432706318,06260781800181,,1397/11/25,200
580,RISEDRONATE SODIUM TABLET ORAL 35 mg,داروسازی تولید دارو,داروسازی تولید دارو,41732,10433,4324723471131464,06260803061347,,1404/10/22,200
581,RISEDRONATE SODIUM TABLET ORAL 35 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,-,-,6533288810698041,06260132428118,,,200
582,RISEDRONATE SODIUM TABLET ORAL 35 mg,داروسازی آریا,داروسازی آریا,41408,10352,8405418141578325,06260157120042,,1397/09/09,200
583,RISEDRONATE SODIUM TABLET ORAL 35 mg,کوشان فارمد,کوشان فارمد,10000,2500,9297532467431613,06260882310329,,,200
584,RISEDRONATE SODIUM TABLET ORAL 35 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,50000,2500,6161495263282543,06260154600424,,1394/04/27,200
585,RISEDRONATE SODIUM TABLET ORAL 35 mg,دارو سازی سها,دارو سازی سها,25000,2500,0885229121848617,06260154380289,,,200
586,MODAFINIL TABLET ORAL 100 mg,داروسازی تولید دارو,داروسازی تولید دارو,1497000,49900,9702057204213472,06260803061958,,1405/05/15,200
587,MODAFINIL TABLET ORAL 100 mg,سبحان دارو,سبحان دارو,1497000,49900,2311743354626783,06260538411691,,1406/09/29,200
588,MODAFINIL TABLET ORAL 100 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,165000,5500,5772964748193277,06260154600448,,,200
589,MODAFINIL TABLET ORAL 100 mg,ایران دارو,ایران دارو,1497000,49900,7746284533697042,06260155400368,,1402/08/11,200
590,MODAFINIL TABLET ORAL 100 mg,داروسازی سامی ساز,داروسازی سامی ساز,1497000,49900,3790470483126807,06260482600042,,1405/11/03,200
591,BOSENTAN TABLET ORAL 125 mg,سجاد داروی شرق,سجاد داروی شرق,-,148000,6331590630395698,06260720900972,,,200
592,BOSENTAN TABLET ORAL 125 mg,دارو سازی اسوه,دارو سازی اسوه,19340640,322344,0568583559818139,06260174450580,,1405/11/18,200
593,BOSENTAN TABLET ORAL 125 mg,کوبل دارو,Actelion,35840000,640000,2761874467691208,07640111930037,,1398/02/28,200
594,LEVODOPA / CARBIDOPA / ENTACAPONE TABLET ORAL 100 mg/25 mg/200 mg,رامو فارمین,رامو فارمین,1095180,36506,7248224265820344,06260166845721,,1395/10/30,200
595,MOMETASONE FUROATE LOTION TOPICAL 0.1 % 30MILLILITER,دارو سازی بهوزان,دارو سازی بهوزان,280200,280200,1887228668090435,06260160530159,,1406/03/29,200
596,MOMETASONE FUROATE LOTION TOPICAL 0.1 % 30MILLILITER,ایران ناژو,ایران ناژو,280200,280200,5495504432826747,06260094360181,,1404/06/28,200
597,MOMETASONE FUROATE LOTION TOPICAL 0.1 % 30MILLILITER,پارس دارو,پارس دارو,280200,280200,6138650051050135,06260113700028,,1404/08/17,200
598,PIMECROLIMUS CREAM TOPICAL 1 % 30GRAM,داروسازی ابوریحان,داروسازی ابوریحان,-,-,3144582547752974,06260164602463,,,200
599,"LEUPRORELIN ACETATE INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE PARENTERAL 7.5 mg",تحقیقاتی و تولیدی واریان فارمد,تحقیقاتی و تولیدی واریان فارمد,7270600,7270600,4186597801754784,06261964000107,,1403/02/25,200
600,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 45GRAM,دارو سازی بهوزان,دارو سازی بهوزان,298200,298200,8483195760306364,06260160520259,,1402/08/11,200
601,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 15GRAM,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,182200,182200,4628589855986146,06260157700411,,1403/06/05,200
602,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 45GRAM,پارس دارو,پارس دارو,30000,30000,3417518557880595,06260113700066,,,200
603,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 30GRAM,ایران ناژو,ایران ناژو,241000,241000,5845512301027953,06260094347151,,1403/08/21,200
604,KETOCONAZOLE LOTION TOPICAL 2 % 20MILLILITER,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,-,26000,8755558678818313,06260343619053,,,200
605,KETOCONAZOLE LOTION TOPICAL 2 % 30MILLILITER,ایران ناژو,ایران ناژو,0,0,4105714790012906,06260094360037,,1402/08/04,200
606,KETOCONAZOLE LOTION TOPICAL 2 % 20MILLILITER,کارخانجات دارو پخش,کارخانجات دارو پخش,124700,124700,3095338717481318,06260132424677,,1402/08/11,200
607,ACETYLCYSTEINE / ASCORBIC ACID POWDER ORAL 600 mg/75 mg,ایران دارو,ایران دارو,291310,29131,7931796554454750,06260155480018,,1400/08/22,200
608,ACETYLCYSTEINE / ASCORBIC ACID POWDER ORAL 600 mg/75 mg,داروسازی بهستان,داروسازی بهستان,-,5600,2412766410144750,06260782110227,,,200
609,"AMINO ACID / LIPID / GLUCOSE (1-2) INJECTION, EMULSION INTRAVENOUS 2.26 mg/3.01 mg/2.73 mg/1.88 mg/1.74 mg/2.5 mg/2.59 mg/1.62 mg/4.66 mg/1.58 mg/1.44 mg/3.37 mg/3.26 mg/2.88 mg/3.37 mg/0.54 mg/132 mg/0.781 mg/0.402 mg/0.222 mg/1.872 mg/2.747 mg/0.686 mg/0.47 mg/5.264 ug/20 mg/20 mg/1mL 1250MILLILITER",درمان آرا,B. Braun Melsungen Ag,0,0,5009603225064100,04030539140935,,1398/09/09,200
610,"AMINO ACID / LIPID / GLUCOSE (1-2) INJECTION, EMULSION INTRAVENOUS 2.26 mg/3.01 mg/2.73 mg/1.88 mg/1.74 mg/2.5 mg/2.59 mg/1.62 mg/4.66 mg/1.58 mg/1.44 mg/3.37 mg/3.26 mg/2.88 mg/3.37 mg/0.54 mg/132 mg/0.781 mg/0.402 mg/0.222 mg/1.872 mg/2.747 mg/0.686 mg/0.47 mg/5.264 ug/20 mg/20 mg/1mL 1875MILLILITER",درمان آرا,B. Braun Melsungen Ag,0,0,8987067258988284,04030539140911,,1398/09/09,200
611,"AMINO ACID / LIPID / GLUCOSE (1-2) INJECTION, EMULSION INTRAVENOUS 2.26 mg/3.01 mg/2.73 mg/1.88 mg/1.74 mg/2.5 mg/2.59 mg/1.62 mg/4.66 mg/1.58 mg/1.44 mg/3.37 mg/3.26 mg/2.88 mg/3.37 mg/0.54 mg/132 mg/0.781 mg/0.402 mg/0.222 mg/1.872 mg/2.747 mg/0.686 mg/0.47 mg/5.264 ug/20 mg/20 mg/1mL 2500MILLILITER",درمان آرا,B. Braun Melsungen Ag,0,0,5339014066206202,04030539140898,,1398/09/09,200
612,"AMINO ACID / LIPID / GLUCOSE (2-2) INJECTION, EMULSION INTRAVENOUS 3.28 mg/4.38 mg/3.98 mg/2.74 mg/2.54 mg/3.6 mg/3.78 mg/2.37 mg/6.79 mg/2.31 mg/2.1 mg/4.91 mg/4.76 mg/4.2 mg/4.92 mg/0.8 mg/158.4 mg/1.171 mg/0.378 mg/0.25 mg/2.496 mg/3.689 mg/0.91 mg/0.623 mg/7.02 ug/20 mg/20 mg/1mL 1250MILLILITER",درمان آرا,B. Braun Melsungen Ag,0,0,5917968658289434,04030539037174,,1398/09/09,200
613,"AMINO ACID / LIPID / GLUCOSE (2-2) INJECTION, EMULSION INTRAVENOUS 3.28 mg/4.38 mg/3.98 mg/2.74 mg/2.54 mg/3.6 mg/3.78 mg/2.37 mg/6.79 mg/2.31 mg/2.1 mg/4.91 mg/4.76 mg/4.2 mg/4.92 mg/0.8 mg/158.4 mg/1.171 mg/0.378 mg/0.25 mg/2.496 mg/3.689 mg/0.91 mg/0.623 mg/7.02 ug/20 mg/20 mg/1mL 1875MILLILITER",درمان آرا,B. Braun Melsungen Ag,0,0,7281918461069938,04030539063289,,1398/09/09,200
614,"AMINO ACID / LIPID / GLUCOSE (2-2) INJECTION, EMULSION INTRAVENOUS 3.28 mg/4.38 mg/3.98 mg/2.74 mg/2.54 mg/3.6 mg/3.78 mg/2.37 mg/6.79 mg/2.31 mg/2.1 mg/4.91 mg/4.76 mg/4.2 mg/4.92 mg/0.8 mg/158.4 mg/1.171 mg/0.378 mg/0.25 mg/2.496 mg/3.689 mg/0.91 mg/0.623 mg/7.02 ug/20 mg/20 mg/1mL 625MILLILITER",درمان آرا,B. Braun Melsungen Ag,0,0,0618270283310247,04030539140959,,1398/09/09,200
615,IMMUNE GLOBULIN INJECTION INTRAVENOUS 50 mg/1mL 100MILLILITER,اهران تجارت,Green Cross,11123500,11123500,2885070153576327,08806436046719,,1406/03/01,200
616,IMMUNE GLOBULIN INJECTION INTRAVENOUS 50 mg/1mL 100MILLILITER,کوبل دارو,Lfb Biomedicaments,11123500,11123500,8218239281555641,03400955989820,,1398/04/22,200
617,ACETONE SOLUTION NOT APPLICABLE,دارو سازی سپیداج,دارو سازی سپیداج,334981,334981,2264849583300155,06260493510019,,,200
618,VORICONAZOLE TABLET ORAL 200 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,-,150000,6783973745164962,06260153906879,,,200
619,VORICONAZOLE TABLET ORAL 200 mg,داروسازی امین,داروسازی امین,75000000,750000,3022079575734370,06260154967671,,,200
620,VORICONAZOLE TABLET ORAL 200 mg,روزدارو,روزدارو,-,750000,1854634939134180,06260165000046,,,200
621,VORICONAZOLE TABLET ORAL 50 mg,روزدارو,روزدارو,-,230000,4437690287931302,06260165000039,,,200
622,VORICONAZOLE TABLET ORAL 50 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,-,-,5424347309040955,06260153906886,,,200
623,NITISINONE CAPSULE ORAL 2 mg,دارو سازی اسوه,دارو سازی اسوه,9516000,158600,5317364084527696,06260174450290,,1402/08/11,200
624,NITISINONE CAPSULE ORAL 10 mg,دارو سازی اسوه,دارو سازی اسوه,38418000,640300,3014895142811064,06260174450313,,1405/10/20,200
625,"VENLAFAXINE CAPSULE, EXTENDED RELEASE ORAL 37.5 mg",البرز دارو,البرز دارو,672000,22400,9997068583531440,06260152471200,,1404/06/28,200
626,"VENLAFAXINE CAPSULE, EXTENDED RELEASE ORAL 37.5 mg",داروسازی تهران شیمی,داروسازی تهران شیمی,-,2200,9491992913872091,06260136675488,,,200
627,"VENLAFAXINE CAPSULE, EXTENDED RELEASE ORAL 37.5 mg",دارو پژوهان لوتوس,دارو پژوهان لوتوس,-,2200,1749352974042992,06261979500012,,,200
628,"VENLAFAXINE CAPSULE, EXTENDED RELEASE ORAL 37.5 mg",تدبیر کالای جم,تدبیر کالای جم,672000,22400,0595267840403120,06260589800185,,1403/12/10,200
629,"VENLAFAXINE CAPSULE, EXTENDED RELEASE ORAL 37.5 mg",روزدارو,روزدارو,612000,20400,3158216020505910,06260165037639,,1402/08/11,200
630,"KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1MILLILITER",داروسازی ابوریحان,داروسازی ابوریحان,-,20100,3123230328046925,06260164680072,,,200
631,"KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1MILLILITER",البرز دارو,البرز دارو,712500,71250,8245814317562074,06260152432607,,1403/10/10,200
632,"KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1MILLILITER",ایران هورمون,ایران هورمون,356250,71250,5478619276091906,06260155200951,,1399/12/07,200
633,"KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1MILLILITER",داروسازی اکسیر,داروسازی اکسیر,71250,71250,6022270008960480,06260153058882,,1406/09/23,200
634,"KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1MILLILITER",داروسازی ابوریحان,داروسازی ابوریحان,356250,71250,9629113443799682,06260164680058,,1404/02/19,200
635,"KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1MILLILITER",داروسازی رها اصفهان,داروسازی رها اصفهان,712500,71250,7535530379240285,06260616590614,,1403/02/27,200
636,"KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1MILLILITER",دارو سازی اسوه,دارو سازی اسوه,712500,71250,6358016993966299,06260174450337,,1406/09/07,200
637,"KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1MILLILITER",داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,712500,71250,6396387539756590,06260157783445,,1403/05/11,200
638,"RINGER LACTATE INJECTION, SOLUTION INTRAVENOUS 130 meq/3 meq/4 meq/109 meq/28 meq/1L 250MILLILITER",داروسازی شهید قاضی,داروسازی شهید قاضی,181500,181500,5715226487812192,06260156850285,,1402/08/29,200
639,DICLOFENAC SODIUM SOLUTION OPHTHALMIC 1.5 %,پارس دارو,پارس دارو,-,-,0101120416121528,06260113770007,,,200
